id,datetime,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,precipType,pressure,precipAccumulation,ozone,countRents_prev_year,countRents
2018111705,2018-11-17 05:00:00,Overcast,cloudy,0,0,8.08,5.44,7.4,0.95,4.43,7.4,90,0.94,0,5.849,,1026.69,,272,107,63
2018111706,2018-11-17 06:00:00,Overcast,cloudy,0,0,7.9,4.99,6.36,0.9,4.93,6.36,90,0.94,0,5.297,,1026.7,,269.5,637,113
2018111707,2018-11-17 07:00:00,Mostly Cloudy,partly-cloudy-night,0,0,7.4,4.74,5.71,0.89,4.14,6.86,103,0.77,0,5.832,,1026.9,,269.7,1969,260
2018111708,2018-11-17 08:00:00,Mostly Cloudy,partly-cloudy-day,0,0,7.24,4.88,5.8,0.91,3.53,7.63,98,0.76,0,4.991,,1027.15,,270.1,4132,553
2018111709,2018-11-17 09:00:00,Mostly Cloudy,partly-cloudy-day,0,0,7.84,5.37,5.63,0.86,3.96,8.22,95,0.76,0,5.06,,1027.35,,270.7,2342,1011
2018111710,2018-11-17 10:00:00,Partly Cloudy,partly-cloudy-day,0,0,8.38,6.22,6.19,0.86,3.6,8.43,85,0.46,1,6.217,,1027.48,,271.2,1191,1426
2018111711,2018-11-17 11:00:00,Mostly Cloudy,partly-cloudy-day,0,0,9.26,6.96,5.88,0.79,4.3,8.46,89,0.54,1,7.539,,1027.55,,271.8,1232,1811
2018111712,2018-11-17 12:00:00,Partly Cloudy,partly-cloudy-day,0,0,10.74,10.74,6.04,0.73,4.72,7.15,80,0.22,1,9.275,,1027.58,,282.3,1539,2171
2018111713,2018-11-17 13:00:00,Partly Cloudy,partly-cloudy-day,0,0,11.3,11.3,5.45,0.67,4.95,7.8,75,0.19,1,10.003,,1027.37,,283.9,1551,2223
2018111714,2018-11-17 14:00:00,Partly Cloudy,partly-cloudy-day,0,0,11.5,11.5,5,0.64,5.83,8.86,81,0.19,0,10.003,,1027.08,,284.6,1378,2330
2018111715,2018-11-17 15:00:00,Partly Cloudy,partly-cloudy-day,0,0,11.01,11.01,5.04,0.67,5.66,9.86,73,0.19,0,10.003,,1026.84,,285.2,1507,2221
2018111716,2018-11-17 16:00:00,Partly Cloudy,partly-cloudy-day,0,0,10,10,5.23,0.72,5.13,10.72,70,0.19,0,10.003,,1026.89,,285.9,1926,1684
2018111717,2018-11-17 17:00:00,Clear,clear-night,0,0,9.03,6.49,5.76,0.8,4.74,11.52,73,0,0,10.003,,1027.06,,286.4,3071,1184
2018111718,2018-11-17 18:00:00,Clear,clear-night,0,0,8.09,5.55,5.6,0.84,4.21,11.43,77,0,0,9.949,,1027.24,,287.2,2397,1069
2018111719,2018-11-17 19:00:00,Clear,clear-night,0,0,7.97,5.66,5.45,0.84,3.71,11.85,72,0,0,9.826,,1027.32,,287.4,1407,566
2018111720,2018-11-17 20:00:00,Clear,clear-night,0,0,7.53,5.12,5.3,0.86,3.7,12.2,69,0,0,9.752,,1027.42,,287.5,849,194
2018111721,2018-11-17 21:00:00,Clear,clear-night,0,0,7.53,5.18,5.19,0.85,3.6,9.27,73,0,0,9.547,,1027.59,,287.7,680,141
2018111722,2018-11-17 22:00:00,Clear,clear-night,0,0,7.51,5.22,4.91,0.84,3.49,12.22,71,0,0,9.585,,1027.79,,288.1,590,146
2018111723,2018-11-17 23:00:00,Clear,clear-night,0,0,7.41,5.37,5,0.85,3.05,11.89,71,0,0,9.496,,1028.41,,288.7,473,145
2018111800,2018-11-18 00:00:00,Clear,clear-night,0,0,6.66,4.58,4.11,0.84,2.88,11.43,58,0,0,9.187,,1028.14,,285.6,422,106
2018111801,2018-11-18 01:00:00,Clear,clear-night,0,0,6.58,4.43,4.2,0.85,2.97,11.36,66,0,0,9.41,,1028,,286.3,317,71
2018111802,2018-11-18 02:00:00,Clear,clear-night,0,0,5.17,2.88,3.8,0.91,2.77,11.41,59,0,0,7.853,,1027.68,,287.5,203,48
2018111803,2018-11-18 03:00:00,Clear,clear-night,0,0,5.07,2.95,3.71,0.91,2.54,11.52,66,0,0,8.354,,1027.6,,288.8,141,30
2018111804,2018-11-18 04:00:00,Clear,clear-night,0,0,4.91,2.47,3.88,0.93,2.91,11.73,64,0,0,8.844,,1027.29,,290.3,64,13
2018111805,2018-11-18 05:00:00,Clear,clear-night,0,0,6.18,4.05,4.18,0.87,2.83,11.99,63,0,0,9.506,,1027.52,,291.9,47,18
2018111806,2018-11-18 06:00:00,Overcast,cloudy,0,0,6.39,3.99,4.43,0.87,3.28,11.35,65,1,0,9.242,,1027.85,,293.6,118,27
2018111807,2018-11-18 07:00:00,Partly Cloudy,partly-cloudy-night,0,0,6.36,3.91,4.35,0.87,3.35,11.35,68,0.34,0,8.279,,1028.09,,294.6,261,89
2018111808,2018-11-18 08:00:00,Partly Cloudy,partly-cloudy-day,0,0,6.07,3.87,4,0.87,2.89,11.37,56,0.19,0,8.63,,1028.29,,295.3,527,266
2018111809,2018-11-18 09:00:00,Partly Cloudy,partly-cloudy-day,0,0,7.13,4.85,4.72,0.85,3.33,11.32,56,0.44,0,8.944,,1028.38,,295.7,933,470
2018111810,2018-11-18 10:00:00,Clear,clear-day,0,0,8.76,6.46,5.15,0.78,4.05,11.11,67,0,1,9.806,,1028.39,,295.4,1257,753
2018111811,2018-11-18 11:00:00,Partly Cloudy,partly-cloudy-day,0,0,9.89,7.23,5.48,0.74,5.6,10.84,65,0.19,1,10.003,,1028.3,,294.6,1465,848
2018111812,2018-11-18 12:00:00,Partly Cloudy,partly-cloudy-day,0,0,10.68,10.68,4.97,0.68,5.34,10.04,75,0.19,1,10.003,,1027.67,,297.9,864,988
2018111813,2018-11-18 13:00:00,Clear,clear-day,0,0,11.24,11.24,4,0.61,6.95,10.35,73,0,1,10.003,,1027.22,,297,808,952
2018111814,2018-11-18 14:00:00,Clear,clear-day,0,0,11.28,11.28,3.21,0.58,7.01,11.28,71,0,0,10.003,,1026.68,,295.5,639,948
2018111815,2018-11-18 15:00:00,Clear,clear-day,0,0,11.1,11.1,2.7,0.56,5.71,12.09,60,0,0,10.003,,1026.22,,294.1,526,931
2018111816,2018-11-18 16:00:00,Clear,clear-day,0,0,10.14,10.14,2.02,0.57,5.64,11.84,60,0,0,10.003,,1026.04,,293.1,549,673
2018111817,2018-11-18 17:00:00,Clear,clear-night,0,0,9.31,7.12,3.04,0.65,4.09,12.09,54,0,0,10.003,,1026.3,,292.1,545,622
2018111818,2018-11-18 18:00:00,Clear,clear-night,0,0,8.5,6.24,3.59,0.71,3.82,11.83,50,0,0,10.003,,1026.36,,291.6,620,439
2018111819,2018-11-18 19:00:00,Clear,clear-night,0,0,7.87,5.22,3.14,0.72,4.33,12.09,47,0,0,10.003,,1026.38,,291.3,648,348
2018111820,2018-11-18 20:00:00,Clear,clear-night,0,0,7.84,5.42,2.8,0.7,3.86,12.42,49,0,0,10.003,,1026.09,,291.5,529,274
2018111821,2018-11-18 21:00:00,Clear,clear-night,0,0,7.76,5.5,2.21,0.68,3.53,12.57,50,0,0,10.003,,1025.81,,292,413,203
2018111822,2018-11-18 22:00:00,Clear,clear-night,0,0,7.51,4.62,1.09,0.64,4.66,12.41,48,0,0,10.003,,1025.56,,292.9,495,160
2018111823,2018-11-18 23:00:00,Clear,clear-night,0,0,7.89,5.2,1.09,0.62,4.43,12.11,55,0,0,10.003,,1025.41,,293.9,405,98
2018111900,2018-11-19 00:00:00,Partly Cloudy,partly-cloudy-night,0,0,7.04,4.2,1.39,0.67,4.33,12.24,55,0.44,0,10.003,,1025.17,,297.1,357,46
2018111901,2018-11-19 01:00:00,Mostly Cloudy,partly-cloudy-night,0,0,6.44,3.15,1.36,0.7,4.97,12.08,48,0.86,0,10.003,,1024.62,,298.2,268,24
2018111902,2018-11-19 02:00:00,Mostly Cloudy,partly-cloudy-night,0,0,6.88,3.73,2.83,0.75,4.89,11.91,64,0.77,0,10.003,,1024.14,,299,204,10
2018111903,2018-11-19 03:00:00,Mostly Cloudy,partly-cloudy-night,0,0,7.92,4.66,3.84,0.75,5.84,11.81,67,0.79,0,10.003,,1023.72,,299.9,146,6
2018111904,2018-11-19 04:00:00,Overcast,cloudy,0,0,7.99,4.56,4.28,0.77,6.38,11.83,67,1,0,10.003,,1023.41,,300.8,81,23
2018111905,2018-11-19 05:00:00,Mostly Cloudy,partly-cloudy-night,0.012,0.01,7.53,3.84,3.26,0.74,6.78,11.93,71,0.51,0,16.093,rain,1023.54,,301.7,67,104
2018111906,2018-11-19 06:00:00,Overcast,cloudy,0.0229,0.02,7.81,4.43,2.72,0.7,6.08,11.56,66,1,0,10.003,rain,1023.28,,303.4,85,545
2018111907,2018-11-19 07:00:00,Overcast,cloudy,0.0304,0.02,8.25,4.85,2.37,0.66,6.48,11.71,69,0.91,0,10.003,rain,1023.07,,306,161,1681
2018111908,2018-11-19 08:00:00,Overcast,cloudy,0.0455,0.02,8.13,4.95,2.42,0.67,5.78,11.94,63,0.91,0,10.003,rain,1022.99,,309.1,302,3409
2018111909,2018-11-19 09:00:00,Mostly Cloudy,partly-cloudy-day,0.065,0.04,7.93,4.96,3,0.71,5.08,12.09,67,0.86,0,10.003,rain,1022.74,,311,710,1631
2018111910,2018-11-19 10:00:00,Mostly Cloudy,partly-cloudy-day,0.0746,0.04,8.39,5.25,3,0.69,5.86,12.05,60,0.75,0,10.003,rain,1022.38,,310.7,1144,532
2018111911,2018-11-19 11:00:00,Mostly Cloudy,partly-cloudy-day,0.0795,0.04,7.63,3.93,3.59,0.76,6.9,11.73,64,0.75,1,10.003,rain,1021.95,,309.3,1523,449
2018111912,2018-11-19 12:00:00,Mostly Cloudy,partly-cloudy-day,0.085,0.05,8.07,4.64,3.59,0.73,6.44,11.89,66,0.68,1,10.003,rain,1021.26,,311.8,1853,611
2018111913,2018-11-19 13:00:00,Mostly Cloudy,partly-cloudy-day,0.0688,0.04,8.04,4.75,3.75,0.74,5.99,10.58,62,0.75,1,10.003,rain,1020.51,,311,2130,550
2018111914,2018-11-19 14:00:00,Mostly Cloudy,partly-cloudy-day,0.0548,0.04,8.3,5.08,3.3,0.71,6.02,11.96,59,0.53,0,10.003,rain,1019.66,,309.8,2163,581
2018111915,2018-11-19 15:00:00,Partly Cloudy,partly-cloudy-day,0.0535,0.04,8.09,4.7,2.21,0.66,6.35,11.28,51,0.46,0,10.003,rain,1018.94,,309.5,1833,578
2018111916,2018-11-19 16:00:00,Mostly Cloudy,partly-cloudy-night,0.0635,0.04,7.37,3.76,2.82,0.73,6.39,11.73,49,0.52,0,9.957,rain,1018.38,,310.6,1487,995
2018111917,2018-11-19 17:00:00,Partly Cloudy,partly-cloudy-night,0.0945,0.03,7.23,3.95,2.78,0.73,5.4,9.81,46,0.47,0,9.911,rain,1017.91,,312.7,1047,2329
2018111918,2018-11-19 18:00:00,Mostly Cloudy,partly-cloudy-night,0.1375,0.04,6.42,2.27,2.6,0.77,7.19,13.95,58,0.65,0,9.529,rain,1017.38,,314.9,908,1576
2018111919,2018-11-19 19:00:00,Mostly Cloudy,partly-cloudy-night,0.1624,0.05,6.13,2.45,2.4,0.77,5.69,12.77,51,0.73,0,11.053,rain,1017.03,,320.9,654,1016
2018111920,2018-11-19 20:00:00,Mostly Cloudy,partly-cloudy-night,0.1811,0.05,6.09,2.54,2.64,0.79,5.34,13.34,51,0.75,0,13.363,rain,1016.75,,328.4,498,454
2018111921,2018-11-19 21:00:00,Mostly Cloudy,partly-cloudy-night,0.1969,0.05,5.62,2.22,2.34,0.79,4.76,12.35,58,0.75,0,13.563,rain,1016.46,,333.6,364,346
2018111922,2018-11-19 22:00:00,Mostly Cloudy,partly-cloudy-night,0.2147,0.05,5.45,2.03,1.71,0.77,4.73,13.01,55,0.67,0,13.82,rain,1016.13,,334.5,343,203
2018111923,2018-11-19 23:00:00,Mostly Cloudy,partly-cloudy-night,0.231,0.05,5.41,2.01,1.73,0.77,4.66,13.06,56,0.64,0,14.107,rain,1015.78,,333.2,260,120
2018112000,2018-11-20 00:00:00,Mostly Cloudy,partly-cloudy-night,0.249,0.07,5.93,2.3,2.11,0.76,5.46,10.79,50,0.61,0,10.245,rain,1014.7,,333.5,124,59
2018112001,2018-11-20 01:00:00,Mostly Cloudy,partly-cloudy-night,0.1973,0.07,6.16,2.55,2.24,0.76,5.55,9.77,48,0.59,0,10.24,rain,1014.06,,333.3,87,32
2018112002,2018-11-20 02:00:00,Mostly Cloudy,partly-cloudy-night,0.1354,0.06,6.23,2.93,1.66,0.73,4.87,13.06,55,0.72,0,10.066,rain,1013.4,,333,49,8
2018112003,2018-11-20 03:00:00,Mostly Cloudy,partly-cloudy-night,0.1015,0.05,5.5,1.58,2.18,0.79,5.89,13.21,54,0.75,0,10.003,rain,1012.82,,332.7,13,7
2018112004,2018-11-20 04:00:00,Mostly Cloudy,partly-cloudy-night,0.0939,0.05,5.64,1.83,1.76,0.76,5.71,13.15,52,0.78,0,9.945,rain,1012.35,,332.1,31,31
2018112005,2018-11-20 05:00:00,Overcast,cloudy,0.0988,0.06,5.79,1.82,1.74,0.75,6.22,12.97,56,0.88,0,9.871,rain,1011.95,,331.5,118,85
2018112006,2018-11-20 06:00:00,Mostly Cloudy,partly-cloudy-night,0.1178,0.07,5.56,1.82,2.3,0.8,5.48,12.35,58,0.8,0,10.003,rain,1011.31,,330.9,449,563
2018112007,2018-11-20 07:00:00,Mostly Cloudy,partly-cloudy-night,0.1584,0.09,5.8,1.97,1.62,0.75,5.85,11.72,46,0.75,0,10.83,rain,1010.91,,330.7,1729,1638
2018112008,2018-11-20 08:00:00,Mostly Cloudy,partly-cloudy-day,0.2229,0.12,5.31,1.51,1.95,0.79,5.45,12.5,47,0.77,0,13.13,rain,1010.55,,330.8,3986,3334
2018112009,2018-11-20 09:00:00,Overcast,cloudy,0.293,0.16,5.62,2.01,1.57,0.75,5.22,12.42,50,0.91,0,13.964,rain,1010.16,,331,2256,1420
2018112010,2018-11-20 10:00:00,Overcast,cloudy,0.3624,0.19,5.04,1.57,1.98,0.81,4.64,10.01,50,0.9,0,11.873,rain,1009.69,,331.4,941,414
2018112011,2018-11-20 11:00:00,Mostly Cloudy,partly-cloudy-day,0.4385,0.2,4.98,1.11,1.96,0.81,5.42,10.03,50,0.83,1,7.222,rain,1009.17,,331.9,850,307
2018112012,2018-11-20 12:00:00,Mostly Cloudy,partly-cloudy-day,0.4824,0.23,4.54,0.92,2.81,0.89,4.68,9.82,55,0.75,1,7.292,rain,1008.02,,338.7,1034,282
2018112013,2018-11-20 13:00:00,Overcast,cloudy,0.4016,0.21,4.28,0.52,2.31,0.87,4.83,9.56,54,0.91,1,9.542,rain,1007.5,,340,793,290
2018112014,2018-11-20 14:00:00,Mostly Cloudy,partly-cloudy-day,0.2967,0.19,4.13,0.4,2.05,0.86,4.7,9.53,57,0.77,0,11.837,rain,1007.08,,340.7,868,286
2018112015,2018-11-20 15:00:00,Mostly Cloudy,partly-cloudy-day,0.2422,0.17,3.88,0.69,2.12,0.88,3.67,9.52,57,0.75,0,14.891,rain,1006.81,,341.7,982,373
2018112016,2018-11-20 16:00:00,Mostly Cloudy,partly-cloudy-night,0.2325,0.16,4.22,0.79,2.04,0.86,4.19,9.33,53,0.84,0,12.877,rain,1006.76,,343.3,1407,871
2018112017,2018-11-20 17:00:00,Mostly Cloudy,partly-cloudy-night,0.2456,0.17,4.22,1.25,1.9,0.85,3.45,9.06,56,0.75,0,8.749,rain,1006.86,,345.2,3199,2013
2018112018,2018-11-20 18:00:00,Overcast,cloudy,0.2439,0.17,4.24,1.51,1.88,0.85,3.12,7.16,73,0.89,0,11.136,rain,1006.77,,344.2,2944,1377
2018112019,2018-11-20 19:00:00,Overcast,cloudy,0.2335,0.2,4.23,1.77,1.87,0.85,2.75,6,51,0.91,0,8.231,rain,1006.72,,345.5,1524,585
2018112020,2018-11-20 20:00:00,Overcast,cloudy,0.2593,0.27,3.98,1.7,1.93,0.86,2.49,4.75,59,0.93,0,5.885,rain,1006.68,,347,976,298
2018112021,2018-11-20 21:00:00,Overcast,cloudy,0.3045,0.32,3.33,1.22,1.88,0.9,2.19,3.76,55,0.91,0,4.292,rain,1006.6,,348,624,225
2018112022,2018-11-20 22:00:00,Overcast,cloudy,0.3217,0.35,3.06,1.71,1.8,0.91,1.51,3.15,50,0.89,0,4.268,rain,1006.47,,348.1,429,168
2018112023,2018-11-20 23:00:00,Mostly Cloudy,partly-cloudy-night,0.312,0.35,2.87,1.74,1.77,0.92,1.35,2.83,62,0.86,0,4.326,rain,1006.3,,347.7,282,90
2018112100,2018-11-21 00:00:00,Overcast,cloudy,0.2449,0.3,2.74,1.27,1.67,0.93,1.57,2.46,134,1,0,4.284,rain,1006.01,,342.2,117,68
2018112101,2018-11-21 01:00:00,Overcast,cloudy,0.1559,0.2,2.65,0.98,1.63,0.93,1.71,3.12,145,1,0,4.763,rain,1005.96,,342.2,66,32
2018112102,2018-11-21 02:00:00,Mostly Cloudy,partly-cloudy-night,0.068,0.13,2.88,1.5,1.68,0.92,1.52,4.26,134,0.83,0,4.698,rain,1006.02,,342.9,40,20
2018112103,2018-11-21 03:00:00,Mostly Cloudy,partly-cloudy-night,0.0214,0.09,2.39,0.24,1.74,0.95,2.08,5.4,133,0.82,0,5.682,rain,1006.16,,343.8,27,12
2018112104,2018-11-21 04:00:00,Mostly Cloudy,partly-cloudy-night,0.0058,0.08,1.96,-0.8,1.06,0.94,2.6,6.47,114,0.75,0,5.335,rain,1006.4,,344.5,36,35
2018112105,2018-11-21 05:00:00,Mostly Cloudy,partly-cloudy-night,0,0,1.75,-1.45,1.06,0.95,3.06,7.53,103,0.68,0,4.773,,1007.03,,345.3,137,106
2018112106,2018-11-21 06:00:00,Mostly Cloudy,partly-cloudy-night,0,0,2.96,-0.23,1.64,0.91,3.38,7.32,122,0.75,0,5.212,,1007.8,,345.1,771,616
2018112107,2018-11-21 07:00:00,Mostly Cloudy,partly-cloudy-night,0,0,2.9,-0.26,1.17,0.88,3.31,8.04,130,0.68,0,7.25,,1008.9,,346.4,2405,1926
2018112108,2018-11-21 08:00:00,Mostly Cloudy,partly-cloudy-day,0.0084,0.04,2.63,-0.41,1.19,0.9,3.09,8.71,121,0.59,0,5.64,rain,1010.05,,347.7,4748,3892
2018112109,2018-11-21 09:00:00,Mostly Cloudy,partly-cloudy-day,0.0129,0.03,3.88,0.8,2.28,0.89,3.5,9.01,130,0.71,0,8.221,rain,1011.31,,347.8,2493,1953
2018112110,2018-11-21 10:00:00,Mostly Cloudy,partly-cloudy-day,0.0079,0.04,4.65,1.72,2.99,0.89,3.53,8.72,126,0.69,0,9.731,rain,1011.98,,345.4,1065,833
2018112111,2018-11-21 11:00:00,Partly Cloudy,partly-cloudy-day,0.0051,0.04,6.28,3.06,2.59,0.77,4.71,8.06,141,0.47,1,10.003,rain,1012.84,,341.8,982,764
2018112112,2018-11-21 12:00:00,Partly Cloudy,partly-cloudy-day,0.006,0.02,7.36,4.61,2.01,0.69,4.3,7.12,139,0.44,1,10.003,rain,1013.63,,338.2,1153,1024
2018112113,2018-11-21 13:00:00,Partly Cloudy,partly-cloudy-day,0,0,7.24,4.34,1.19,0.65,4.55,6.48,141,0.46,1,10.003,,1014.47,,335,1161,876
2018112114,2018-11-21 14:00:00,Partly Cloudy,partly-cloudy-day,0,0,7,4.32,-0.07,0.61,3.99,5.85,139,0.48,0,10.003,,1014.84,,331.9,1127,821
2018112115,2018-11-21 15:00:00,Mostly Cloudy,partly-cloudy-day,0,0,6.99,4.3,0.09,0.62,4.01,5.42,130,0.7,0,10.003,,1015.36,,329.6,1246,935
2018112116,2018-11-21 16:00:00,Partly Cloudy,partly-cloudy-night,0,0,6.13,3.64,0.49,0.67,3.34,5.3,128,0.44,0,10.003,,1016.04,,328.7,1775,1435
2018112117,2018-11-21 17:00:00,Partly Cloudy,partly-cloudy-night,0,0,5.28,2.79,1.02,0.74,3.07,5.37,118,0.49,0,10.003,,1016.73,,328.5,3491,2961
2018112118,2018-11-21 18:00:00,Partly Cloudy,partly-cloudy-night,0,0,5.13,2.45,1.47,0.77,3.3,5.88,114,0.34,0,10.003,,1017.42,,323.7,3214,2651
2018112119,2018-11-21 19:00:00,Partly Cloudy,partly-cloudy-night,0,0,4.35,2.17,1.27,0.8,2.46,5.5,111,0.39,0,9.319,,1017.89,,323.2,1822,1454
2018112120,2018-11-21 20:00:00,Mostly Cloudy,partly-cloudy-night,0,0,3.58,1.81,1.41,0.86,1.92,4.9,110,0.75,0,7.707,,1018.33,,323.3,1207,936
2018112121,2018-11-21 21:00:00,Mostly Cloudy,partly-cloudy-night,0,0,3.29,1.74,0.46,0.82,1.69,4.31,102,0.75,0,7.489,,1018.66,,323.5,831,624
2018112122,2018-11-21 22:00:00,Mostly Cloudy,partly-cloudy-night,0,0,3.02,1.34,0.71,0.85,1.77,3.76,84,0.75,0,5.913,,1018.84,,323.7,594,450
2018112123,2018-11-21 23:00:00,Partly Cloudy,partly-cloudy-night,0,0,2.11,2.11,0.24,0.87,0.97,3.22,57,0.18,0,5.397,,1018.86,,324,300,217
2018112200,2018-11-22 00:00:00,Partly Cloudy,partly-cloudy-night,0,0,1.51,0.14,-0.35,0.87,1.39,3.02,72,0.21,0,4.797,,1018.56,,331.9,187,114
2018112201,2018-11-22 01:00:00,Partly Cloudy,partly-cloudy-night,0,0,0.59,0.59,-0.75,0.91,0.75,2.86,40,0.15,0,3.793,,1018.51,,332.5,93,67
2018112202,2018-11-22 02:00:00,Clear,clear-night,0,0,0.94,0.94,-0.79,0.88,1.06,2.82,31,0.06,0,3.854,,1018.42,,332.2,62,39
2018112203,2018-11-22 03:00:00,Clear,clear-night,0,0,0.38,0.38,-0.17,0.96,1.12,2.87,10,0,0,4.04,,1018.29,,332,46,26
2018112204,2018-11-22 04:00:00,Clear,clear-night,0,0,0.35,0.35,-0.87,0.92,0.86,3.11,8,0,0,4.819,,1018.12,,332.2,39,34
2018112205,2018-11-22 05:00:00,Partly Cloudy,partly-cloudy-night,0,0,0.81,0.81,-0.26,0.93,1.03,3.43,18,0.44,0,4.02,,1017.99,,332.5,112,83
2018112206,2018-11-22 06:00:00,Partly Cloudy,partly-cloudy-night,0,0,0.39,0.39,-0.81,0.92,1.19,4.47,351,0.28,0,4.551,,1017.95,,332.4,762,556
2018112207,2018-11-22 07:00:00,Mostly Cloudy,partly-cloudy-night,0,0,0.61,-0.95,-0.97,0.89,1.43,4.08,333,0.76,0,4.344,,1017.96,,332.4,2349,1924
2018112208,2018-11-22 08:00:00,Mostly Cloudy,partly-cloudy-day,0,0,0.73,0.73,-0.17,0.94,0.97,3.31,19,0.76,0,4.847,,1018.02,,332.3,4976,3978
2018112209,2018-11-22 09:00:00,Mostly Cloudy,partly-cloudy-day,0,0,1.84,1.84,0.26,0.89,1.31,2.67,348,0.7,0,5.181,,1018.12,,332,2437,2251
2018112210,2018-11-22 10:00:00,Mostly Cloudy,partly-cloudy-day,0,0,2.84,1.66,1.24,0.89,1.38,2.22,20,0.78,0,3.903,,1018.27,,331.5,1164,928
2018112211,2018-11-22 11:00:00,Mostly Cloudy,partly-cloudy-day,0,0,3.91,3.91,1.96,0.87,1.01,1.9,42,0.79,1,3.612,,1018.11,,330.8,1002,825
2018112212,2018-11-22 12:00:00,Mostly Cloudy,partly-cloudy-day,0,0,4.52,4.52,2.79,0.89,1.3,1.55,105,0.85,1,3.299,,1017.96,,334.8,1231,980
2018112213,2018-11-22 13:00:00,Foggy,fog,0,0,5.29,5.29,3.23,0.87,1.18,2.01,77,0.79,1,3.152,,1017.61,,334.9,1238,1006
2018112214,2018-11-22 14:00:00,Overcast,cloudy,0,0,5.39,4.49,3.89,0.9,1.43,2.83,68,0.91,0,3.339,,1017.24,,334.6,1203,897
2018112215,2018-11-22 15:00:00,Mostly Cloudy,partly-cloudy-day,0,0,5.98,4.28,3.53,0.84,2.24,3.64,71,0.81,0,3.523,,1016.93,,334.6,1153,1003
2018112216,2018-11-22 16:00:00,Mostly Cloudy,partly-cloudy-night,0,0,5.74,4.13,3.99,0.88,2.1,4.37,61,0.84,0,3.282,,1016.84,,335.3,1725,1566
2018112217,2018-11-22 17:00:00,Overcast,cloudy,0,0,5.62,3.9,4.02,0.89,2.19,5.08,72,0.99,0,3.511,,1016.93,,336.2,3398,2930
2018112218,2018-11-22 18:00:00,Overcast,cloudy,0,0,5.48,3.7,3.79,0.89,2.24,5.42,86,1,0,3.808,,1016.77,,331,3171,2680
2018112219,2018-11-22 19:00:00,Mostly Cloudy,partly-cloudy-night,0,0,4.8,2.92,3.6,0.92,2.22,5.73,94,0.75,0,3.73,,1016.82,,330.9,1819,1399
2018112220,2018-11-22 20:00:00,Mostly Cloudy,partly-cloudy-night,0,0,4.91,3.03,3.45,0.9,2.23,5.89,89,0.75,0,4.489,,1016.96,,331.2,1084,928
2018112221,2018-11-22 21:00:00,Mostly Cloudy,partly-cloudy-night,0,0,4.45,2.26,3.55,0.94,2.49,5.9,96,0.8,0,4.565,,1017.1,,331.4,747,692
2018112222,2018-11-22 22:00:00,Mostly Cloudy,partly-cloudy-night,0,0,4.34,2.75,2.97,0.91,1.86,5.66,91,0.84,0,4.767,,1017.01,,331.3,561,524
2018112223,2018-11-22 23:00:00,Mostly Cloudy,partly-cloudy-night,0,0,3.47,2.05,2.56,0.94,1.61,5.29,65,0.75,0,4.495,,1016.89,,331.2,363,341
2018112300,2018-11-23 00:00:00,Overcast,cloudy,0,0,4.81,3.11,3.01,0.88,2.04,4.02,78,0.91,0,4.255,,1016.65,,342.4,207,223
2018112301,2018-11-23 01:00:00,Overcast,cloudy,0.0061,0.04,4.76,3.29,3.17,0.89,1.81,4.37,62,0.93,0,3.881,rain,1016.57,,343.2,77,103
2018112302,2018-11-23 02:00:00,Overcast,cloudy,0.0158,0.04,4.99,3.16,3.56,0.9,2.19,5.11,71,1,0,3.319,rain,1016.7,,342.7,55,80
2018112303,2018-11-23 03:00:00,Foggy,fog,0.0276,0.05,4.92,3.26,3.86,0.93,2.01,5.73,86,0.93,0,2.228,rain,1016.55,,342.3,20,35
2018112304,2018-11-23 04:00:00,Foggy,fog,0.0324,0.05,5.37,3.35,4.64,0.95,2.48,5.97,77,1,0,2.072,rain,1016.27,,342.3,37,44
2018112305,2018-11-23 05:00:00,Foggy,fog,0.0323,0.06,5.69,3.65,4.73,0.94,2.59,6.06,81,1,0,2.22,rain,1016.05,,342.4,129,89
2018112306,2018-11-23 06:00:00,Foggy,fog,0.0273,0.06,5.76,3.83,5.19,0.96,2.47,4.6,89,1,0,2.245,rain,1015.76,,342.1,683,529
2018112307,2018-11-23 07:00:00,Foggy,fog,0.0167,0.05,6.15,4.52,5.22,0.94,2.19,4.81,82,1,0,2.076,rain,1015.78,,342.2,1841,1757
2018112308,2018-11-23 08:00:00,Foggy,fog,0.007,0.07,6.18,4.49,5.34,0.94,2.28,5.25,95,1,0,2.246,rain,1015.54,,342.3,4455,3680
2018112309,2018-11-23 09:00:00,Foggy,fog,0.0051,0.09,6.56,4.86,5.3,0.92,2.36,5.5,83,1,0,1.862,rain,1015.41,,342.3,2504,2107
2018112310,2018-11-23 10:00:00,Foggy,fog,0,0,6.97,5.03,6,0.94,2.78,5.39,88,1,0,2.521,,1015.22,,342.1,1156,1026
2018112311,2018-11-23 11:00:00,Foggy,fog,0,0,7.42,5.77,6.59,0.94,2.5,5.1,88,1,1,2.595,,1014.99,,341.9,1009,930
2018112312,2018-11-23 12:00:00,Overcast,cloudy,0,0,7.94,6.37,6.51,0.91,2.52,3.25,100,1,1,4.241,,1014.45,,342.7,1369,1211
